Loading data...
Vocabulary Size: 126197
Train/Dev split: 85710/9523
Writing to /home/cuizy/Downloads/cnn-text-classification-tf-master/runs/1541326160

2018-11-04T05:09:24.061990: step 1, loss 3.26253, acc 0.5
2018-11-04T10:53:53.704673: step 27070, loss 0.000126491, acc 1
2018-11-04T10:53:54.333702: step 27071, loss 0.0221606, acc 0.984375
2018-11-04T10:53:54.959025: step 27072, loss 0.0149337, acc 1
2018-11-04T10:53:55.587140: step 27073, loss 0.0136481, acc 0.984375
2018-11-04T10:53:56.224915: step 27074, loss 0.0277199, acc 0.984375
2018-11-04T10:53:56.869969: step 27075, loss 0.0282073, acc 0.984375
2018-11-04T10:53:57.498270: step 27076, loss 0.0221259, acc 0.984375
2018-11-04T10:53:58.129765: step 27077, loss 0.154518, acc 0.984375
2018-11-04T10:53:58.760022: step 27078, loss 0.0392794, acc 0.984375
2018-11-04T10:53:59.397033: step 27079, loss 0.0305517, acc 0.984375
2018-11-04T10:54:00.027789: step 27080, loss 0.0169939, acc 1
2018-11-04T10:54:00.657337: step 27081, loss 0.0136727, acc 0.984375
2018-11-04T10:54:01.290177: step 27082, loss 0.035752, acc 0.96875
2018-11-04T10:54:01.920456: step 27083, loss 0.0169552, acc 1
2018-11-04T10:54:02.561293: step 27084, loss 0.0084795, acc 1
2018-11-04T10:54:03.219509: step 27085, loss 0.0697734, acc 0.96875
2018-11-04T10:54:03.850596: step 27086, loss 0.072204, acc 0.96875
2018-11-04T10:54:04.482116: step 27087, loss 0.0263479, acc 1
2018-11-04T10:54:05.101571: step 27088, loss 0.0136616, acc 0.984375
2018-11-04T10:54:05.733916: step 27089, loss 0.0136292, acc 0.984375
2018-11-04T10:54:06.368590: step 27090, loss 0.013746, acc 0.984375
2018-11-04T10:54:07.008660: step 27091, loss 0.00917649, acc 1
2018-11-04T10:54:07.649806: step 27092, loss 0.0357205, acc 0.96875
2018-11-04T10:54:08.285061: step 27093, loss 0.0125592, acc 1
2018-11-04T10:54:08.910656: step 27094, loss 0.0426018, acc 0.984375
2018-11-04T10:54:09.546372: step 27095, loss 2.60825e-05, acc 1
2018-11-04T10:54:10.205296: step 27096, loss 0.0142543, acc 0.984375
2018-11-04T10:54:10.835194: step 27097, loss 0.000249654, acc 1
2018-11-04T10:54:11.469028: step 27098, loss 0.0229846, acc 0.984375
2018-11-04T10:54:12.097216: step 27099, loss 0.0231152, acc 0.984375
2018-11-04T10:54:12.728790: step 27100, loss 0.0967759, acc 0.984375

Evaluation:
2018-11-04T10:54:23.989414: step 27100, loss 1.70645, acc 0.81907

Saved model checkpoint to /home/cuizy/Downloads/cnn-text-classification-tf-master/runs/1541326160/checkpoints/model-27100

2018-11-04T10:54:27.458469: step 27101, loss 8.29599e-05, acc 1
2018-11-04T10:54:28.088605: step 27102, loss 0.0168762, acc 1
2018-11-04T10:54:28.721529: step 27103, loss 0.0332307, acc 0.96875
2018-11-04T10:54:29.351824: step 27104, loss 0.0346728, acc 0.96875
2018-11-04T10:54:29.982988: step 27105, loss 0.0138466, acc 0.984375
2018-11-04T10:54:30.609695: step 27106, loss 0.022105, acc 0.984375
2018-11-04T10:54:31.247196: step 27107, loss 0.0273865, acc 0.96875
2018-11-04T10:54:31.894214: step 27108, loss 0.0527041, acc 0.96875
2018-11-04T10:54:32.530766: step 27109, loss 0.0136862, acc 0.984375
2018-11-04T10:54:33.180684: step 27110, loss 0.00843054, acc 1
2018-11-04T10:54:33.809342: step 27111, loss 0.00263718, acc 1
2018-11-04T10:54:34.434876: step 27112, loss 0.0313163, acc 0.96875
2018-11-04T10:54:35.076507: step 27113, loss 0.0305234, acc 0.984375
2018-11-04T10:54:35.718628: step 27114, loss 0.0361225, acc 0.96875
2018-11-04T10:54:36.340495: step 27115, loss 0.000152919, acc 1
2018-11-04T10:54:36.977565: step 27116, loss 0.0221022, acc 0.984375
2018-11-04T10:54:37.608266: step 27117, loss 0.00845544, acc 1
2018-11-04T10:54:38.236722: step 27118, loss 0.0152808, acc 0.984375
2018-11-04T10:54:38.868786: step 27119, loss 0.0221078, acc 0.984375
2018-11-04T10:54:39.496346: step 27120, loss 0.0117983, acc 1
2018-11-04T10:54:40.135520: step 27121, loss 0.0357505, acc 0.96875
2018-11-04T10:54:40.766261: step 27122, loss 0.0283173, acc 1
2018-11-04T10:54:41.401459: step 27123, loss 0.0229973, acc 0.984375
2018-11-04T10:54:42.040151: step 27124, loss 0.0309967, acc 0.984375
2018-11-04T10:54:42.665676: step 27125, loss 0.0532458, acc 0.96875
2018-11-04T10:54:43.290495: step 27126, loss 0.0174649, acc 1
2018-11-04T10:54:43.919742: step 27127, loss 0.0519232, acc 0.953125
2018-11-04T10:54:44.543859: step 27128, loss 0.0415173, acc 0.984375
2018-11-04T10:54:45.166381: step 27129, loss 0.00843824, acc 1
2018-11-04T10:54:45.789515: step 27130, loss 0.0541623, acc 0.9375
2018-11-04T10:54:46.418567: step 27131, loss 0.020592, acc 1
2018-11-04T10:54:47.049139: step 27132, loss 0.0252957, acc 1
2018-11-04T10:54:47.674237: step 27133, loss 1.13245e-06, acc 1
2018-11-04T10:54:48.301903: step 27134, loss 0.0314529, acc 0.984375
2018-11-04T10:54:48.927927: step 27135, loss 0.016652, acc 1
2018-11-04T10:54:49.554255: step 27136, loss 0.0164767, acc 1
2018-11-04T10:54:50.191417: step 27137, loss 0.0100996, acc 1
2018-11-04T10:54:50.817575: step 27138, loss 0.0289344, acc 0.96875
2018-11-04T10:54:51.451982: step 27139, loss 0.00916904, acc 1
2018-11-04T10:54:52.089995: step 27140, loss 0.145281, acc 0.984375
2018-11-04T10:54:52.727483: step 27141, loss 0.420879, acc 0.96875
2018-11-04T10:54:53.357267: step 27142, loss 0.0296365, acc 0.984375
2018-11-04T10:54:53.985444: step 27143, loss 0.0549964, acc 0.96875
2018-11-04T10:54:54.611007: step 27144, loss 0.0139061, acc 0.984375
2018-11-04T10:54:55.240381: step 27145, loss 0.0434041, acc 0.96875
2018-11-04T10:54:55.876377: step 27146, loss 0.00739315, acc 1
2018-11-04T10:54:56.500854: step 27147, loss 0.0152114, acc 1
2018-11-04T10:54:57.127792: step 27148, loss 0.0242973, acc 1
2018-11-04T10:54:57.753643: step 27149, loss 0.0374364, acc 0.96875
2018-11-04T10:54:58.393812: step 27150, loss 0.0171065, acc 1
2018-11-04T10:54:59.027907: step 27151, loss 0.0045257, acc 1
2018-11-04T10:54:59.656702: step 27152, loss 0.0137492, acc 0.984375
2018-11-04T10:55:00.294205: step 27153, loss 0.022478, acc 0.984375
2018-11-04T10:55:00.921208: step 27154, loss 0.0596443, acc 0.9375
2018-11-04T10:55:01.545685: step 27155, loss 4.07918e-07, acc 1
2018-11-04T10:55:02.172050: step 27156, loss 0.0309444, acc 0.984375
2018-11-04T10:55:02.806391: step 27157, loss 0.0227824, acc 0.984375
2018-11-04T10:55:03.447668: step 27158, loss 0.0137334, acc 0.984375
2018-11-04T10:55:04.079250: step 27159, loss 0.0277333, acc 0.96875
2018-11-04T10:55:04.707819: step 27160, loss 0.010211, acc 1
2018-11-04T10:55:05.346577: step 27161, loss 5.96046e-08, acc 1
2018-11-04T10:55:05.975124: step 27162, loss 0.00840862, acc 1
2018-11-04T10:55:06.610028: step 27163, loss 0.0252627, acc 1
2018-11-04T10:55:07.237895: step 27164, loss 0.0170932, acc 1
2018-11-04T10:55:07.856603: step 27165, loss 0.016843, acc 1
2018-11-04T10:55:08.491072: step 27166, loss 0.035821, acc 0.96875
2018-11-04T10:55:09.116086: step 27167, loss 0.00841312, acc 1
2018-11-04T10:55:09.738611: step 27168, loss 0.0305145, acc 0.984375
2018-11-04T10:55:10.381940: step 27169, loss 0.000118869, acc 1
2018-11-04T10:55:11.007309: step 27170, loss 0.0621139, acc 0.96875
2018-11-04T10:55:11.635746: step 27171, loss 8.90333e-07, acc 1
2018-11-04T10:55:12.263031: step 27172, loss 0.0307613, acc 0.984375
2018-11-04T10:55:12.885613: step 27173, loss 0.00839659, acc 1
2018-11-04T10:55:13.524784: step 27174, loss 0.036153, acc 0.96875
2018-11-04T10:55:14.149354: step 27175, loss 0.0222245, acc 0.984375
2018-11-04T10:55:14.771555: step 27176, loss 1.58629e-05, acc 1
2018-11-04T10:55:15.407296: step 27177, loss 0.0335686, acc 0.96875
2018-11-04T10:55:16.031377: step 27178, loss 0.0631428, acc 0.96875
2018-11-04T10:55:16.660596: step 27179, loss 0.0137424, acc 0.984375
2018-11-04T10:55:17.286297: step 27180, loss 0.0083856, acc 1
2018-11-04T10:55:17.911996: step 27181, loss 0.0305113, acc 0.984375
2018-11-04T10:55:18.543115: step 27182, loss 1.16226e-06, acc 1
2018-11-04T10:55:19.166930: step 27183, loss 0.0172381, acc 1
2018-11-04T10:55:19.787625: step 27184, loss 0.0564275, acc 0.96875
2018-11-04T10:55:20.423582: step 27185, loss 0.033422, acc 0.984375
2018-11-04T10:55:21.051395: step 27186, loss 0.0496236, acc 0.953125
2018-11-04T10:55:21.685288: step 27187, loss 0.0304939, acc 0.984375
2018-11-04T10:55:22.317606: step 27188, loss 0.0423189, acc 0.96875
2018-11-04T10:55:22.943337: step 27189, loss 0.0138281, acc 0.984375
2018-11-04T10:55:23.568361: step 27190, loss 0.0167553, acc 1
2018-11-04T10:55:24.189574: step 27191, loss 0.000400952, acc 1
2018-11-04T10:55:24.817997: step 27192, loss 2.26904e-05, acc 1
2018-11-04T10:55:25.447767: step 27193, loss 0.0400969, acc 0.984375
2018-11-04T10:55:26.076093: step 27194, loss 0.0167883, acc 1
2018-11-04T10:55:26.706255: step 27195, loss 0.0085024, acc 1
2018-11-04T10:55:27.337559: step 27196, loss 0.0167341, acc 1
2018-11-04T10:55:27.959481: step 27197, loss 0.0188411, acc 1
2018-11-04T10:55:28.600713: step 27198, loss 0.0199351, acc 1
2018-11-04T10:55:29.225645: step 27199, loss 0.0221695, acc 0.984375
2018-11-04T10:55:29.860664: step 27200, loss 0.0104524, acc 1

Evaluation:
2018-11-04T10:55:40.996464: step 27200, loss 1.63368, acc 0.816864

Saved model checkpoint to /home/cuizy/Downloads/cnn-text-classification-tf-master/runs/1541326160/checkpoints/model-27200

2018-11-04T10:55:43.805041: step 27201, loss 0.0221347, acc 0.984375
2018-11-04T10:55:44.429948: step 27202, loss 0.0250167, acc 1
2018-11-04T10:55:45.071395: step 27203, loss 0.00834999, acc 1
2018-11-04T10:55:45.699241: step 27204, loss 0.0697273, acc 0.96875
2018-11-04T10:55:46.329429: step 27205, loss 0.0224962, acc 0.984375
2018-11-04T10:55:46.960442: step 27206, loss 0.038997, acc 0.984375
2018-11-04T10:55:47.596998: step 27207, loss 0.0304829, acc 0.984375
2018-11-04T10:55:48.248845: step 27208, loss 0.0360702, acc 0.96875
2018-11-04T10:55:48.877471: step 27209, loss 0.0773786, acc 0.984375
2018-11-04T10:55:49.515740: step 27210, loss 0.01661, acc 1
2018-11-04T10:55:50.147342: step 27211, loss 0.027716, acc 0.96875
2018-11-04T10:55:50.785145: step 27212, loss 0.0703178, acc 0.96875
2018-11-04T10:55:51.409233: step 27213, loss 0.0304449, acc 0.984375
2018-11-04T10:55:52.049799: step 27214, loss 0.00830751, acc 1
2018-11-04T10:55:52.681256: step 27215, loss 0.0305019, acc 0.984375
2018-11-04T10:55:53.301162: step 27216, loss 0.014043, acc 0.984375
2018-11-04T10:55:53.927828: step 27217, loss 1.72706e-05, acc 1
2018-11-04T10:55:54.549847: step 27218, loss 0.0361842, acc 0.96875
2018-11-04T10:55:55.186017: step 27219, loss 0.0112989, acc 1
2018-11-04T10:55:55.822621: step 27220, loss 0.0304581, acc 0.984375
2018-11-04T10:55:56.454987: step 27221, loss 0.0305254, acc 0.984375
2018-11-04T10:55:57.099085: step 27222, loss 0.0361048, acc 0.96875
2018-11-04T10:55:57.736711: step 27223, loss 0.0310612, acc 0.984375
2018-11-04T10:55:58.371698: step 27224, loss 0.0224757, acc 0.984375
2018-11-04T10:55:58.999427: step 27225, loss 0.0141266, acc 0.984375
2018-11-04T10:55:59.629901: step 27226, loss 0.0154292, acc 0.984375
2018-11-04T10:56:00.263459: step 27227, loss 0.0082917, acc 1
2018-11-04T10:56:00.896416: step 27228, loss 0.0444713, acc 0.96875
2018-11-04T10:56:01.532717: step 27229, loss 0.0224075, acc 0.984375
2018-11-04T10:56:02.164592: step 27230, loss 0.0138873, acc 0.984375
2018-11-04T10:56:02.796780: step 27231, loss 0.0450637, acc 0.96875
2018-11-04T10:56:03.440200: step 27232, loss 0.0252277, acc 1
2018-11-04T10:56:04.069863: step 27233, loss 0.0368763, acc 0.96875
2018-11-04T10:56:04.708588: step 27234, loss 0.00830933, acc 1
2018-11-04T10:56:05.343256: step 27235, loss 0.0360474, acc 0.96875
2018-11-04T10:56:05.971499: step 27236, loss 0.0277891, acc 0.96875
2018-11-04T10:56:06.602736: step 27237, loss 0.0337361, acc 0.984375
2018-11-04T10:56:07.242358: step 27238, loss 0.058074, acc 0.96875
2018-11-04T10:56:07.869887: step 27239, loss 0.0450658, acc 0.96875
2018-11-04T10:56:08.493058: step 27240, loss 0.0304498, acc 0.984375
2018-11-04T10:56:09.125218: step 27241, loss 0.0082891, acc 1
2018-11-04T10:56:09.753284: step 27242, loss 0.00843638, acc 1
2018-11-04T10:56:10.389655: step 27243, loss 0.026792, acc 0.984375
2018-11-04T10:56:11.021341: step 27244, loss 0.00908632, acc 1
2018-11-04T10:56:11.643600: step 27245, loss 0.0248678, acc 1
2018-11-04T10:56:12.283777: step 27246, loss 0.0167695, acc 1
2018-11-04T10:56:12.907772: step 27247, loss 0.0221592, acc 0.984375
2018-11-04T10:56:13.552371: step 27248, loss 0.00409272, acc 1
2018-11-04T10:56:14.185989: step 27249, loss 0.0535842, acc 0.953125
2018-11-04T10:56:14.812371: step 27250, loss 0.0472496, acc 0.984375
2018-11-04T10:56:15.438896: step 27251, loss 0.0558383, acc 0.9375
2018-11-04T10:56:16.066834: step 27252, loss 0.0160349, acc 0.984375
2018-11-04T10:56:16.689682: step 27253, loss 0.00826787, acc 1
2018-11-04T10:56:17.321914: step 27254, loss 0.010446, acc 1
2018-11-04T10:56:17.943873: step 27255, loss 0.036525, acc 0.96875
2018-11-04T10:56:18.578284: step 27256, loss 5.81489e-06, acc 1
2018-11-04T10:56:19.210504: step 27257, loss 0.0364408, acc 0.96875
2018-11-04T10:56:19.847504: step 27258, loss 8.00937e-08, acc 1
2018-11-04T10:56:20.474612: step 27259, loss 0.0540283, acc 0.953125
2018-11-04T10:56:21.107569: step 27260, loss 0.0552773, acc 0.96875
2018-11-04T10:56:21.741150: step 27261, loss 4.07919e-05, acc 1
2018-11-04T10:56:22.373568: step 27262, loss 0.0243807, acc 0.984375
2018-11-04T10:56:23.000764: step 27263, loss 0.027788, acc 0.96875
2018-11-04T10:56:23.637275: step 27264, loss 0.0138857, acc 0.984375
2018-11-04T10:56:24.275378: step 27265, loss 0.0138754, acc 0.984375
2018-11-04T10:56:24.903048: step 27266, loss 0.0248972, acc 1
2018-11-04T10:56:25.535044: step 27267, loss 0.0501402, acc 0.96875
2018-11-04T10:56:26.224524: step 27268, loss 0.0138494, acc 0.984375
2018-11-04T10:56:26.924896: step 27269, loss 5.71827e-07, acc 1
2018-11-04T10:56:27.651812: step 27270, loss 0.0138379, acc 0.984375
2018-11-04T10:56:28.304457: step 27271, loss 0.0307498, acc 0.984375
2018-11-04T10:56:28.934148: step 27272, loss 0.0139267, acc 0.984375
2018-11-04T10:56:29.563238: step 27273, loss 0.0387853, acc 0.984375
2018-11-04T10:56:30.193208: step 27274, loss 0.0334922, acc 0.984375
2018-11-04T10:56:30.819332: step 27275, loss 0.0244906, acc 1
2018-11-04T10:56:31.456254: step 27276, loss 0.0246294, acc 0.984375
2018-11-04T10:56:32.084211: step 27277, loss 0.0407139, acc 0.953125
2018-11-04T10:56:32.712778: step 27278, loss 0.0221405, acc 0.984375
2018-11-04T10:56:33.335919: step 27279, loss 0.284351, acc 0.96875
2018-11-04T10:56:33.961417: step 27280, loss 0.0452254, acc 0.96875
2018-11-04T10:56:34.593439: step 27281, loss 0.0222822, acc 0.984375
2018-11-04T10:56:35.222628: step 27282, loss 0.0221523, acc 0.984375
2018-11-04T10:56:35.854020: step 27283, loss 0.0138248, acc 0.984375
2018-11-04T10:56:36.481440: step 27284, loss 0.0527457, acc 0.96875
2018-11-04T10:56:37.109846: step 27285, loss 0.00835221, acc 1
2018-11-04T10:56:37.736379: step 27286, loss 0.0169746, acc 1
2018-11-04T10:56:38.363014: step 27287, loss 0.0138108, acc 0.984375
2018-11-04T10:56:38.988299: step 27288, loss 0.0083545, acc 1
2018-11-04T10:56:39.619929: step 27289, loss 0.0359052, acc 0.96875
2018-11-04T10:56:40.247315: step 27290, loss 0.0137744, acc 0.984375
2018-11-04T10:56:40.880400: step 27291, loss 0.0365646, acc 0.96875
2018-11-04T10:56:41.521829: step 27292, loss 0.0221339, acc 0.984375
2018-11-04T10:56:42.145858: step 27293, loss 0.0430126, acc 0.96875
2018-11-04T10:56:42.776704: step 27294, loss 0.0442685, acc 0.96875
2018-11-04T10:56:43.404251: step 27295, loss 0.0137556, acc 0.984375
2018-11-04T10:56:44.026381: step 27296, loss 0.00837353, acc 1
2018-11-04T10:56:44.656252: step 27297, loss 1.14686e-05, acc 1
2018-11-04T10:56:45.281641: step 27298, loss 0.0138794, acc 0.984375
2018-11-04T10:56:45.910972: step 27299, loss 0.0221277, acc 0.984375
2018-11-04T10:56:46.535808: step 27300, loss 0.0167732, acc 1

Evaluation:
2018-11-04T10:56:57.698200: step 27300, loss 1.67668, acc 0.815814

Saved model checkpoint to /home/cuizy/Downloads/cnn-text-classification-tf-master/runs/1541326160/checkpoints/model-27300

2018-11-04T10:57:00.409994: step 27301, loss 0.0167632, acc 1
2018-11-04T10:57:01.039405: step 27302, loss 0.0274776, acc 0.96875
2018-11-04T10:57:01.667664: step 27303, loss 5.82183e-06, acc 1
2018-11-04T10:57:02.303600: step 27304, loss 0.0418551, acc 0.984375
2018-11-04T10:57:02.940345: step 27305, loss 0.039316, acc 0.984375
2018-11-04T10:57:03.565160: step 27306, loss 0.0137403, acc 0.984375
2018-11-04T10:57:04.193759: step 27307, loss 8.31068e-05, acc 1
2018-11-04T10:57:04.844867: step 27308, loss 0.00838278, acc 1
2018-11-04T10:57:05.478130: step 27309, loss 0.0285587, acc 0.984375
2018-11-04T10:57:06.112869: step 27310, loss 0.0272141, acc 0.984375
2018-11-04T10:57:06.741422: step 27311, loss 0.0633526, acc 0.953125
2018-11-04T10:57:07.370579: step 27312, loss 0.00707609, acc 1
2018-11-04T10:57:07.997012: step 27313, loss 0.0179085, acc 1
2018-11-04T10:57:08.627313: step 27314, loss 0.00871548, acc 1
2018-11-04T10:57:09.253946: step 27315, loss 0.000237516, acc 1
2018-11-04T10:57:09.883606: step 27316, loss 0.0137429, acc 0.984375
2018-11-04T10:57:10.508424: step 27317, loss 0.030516, acc 0.984375
2018-11-04T10:57:11.137795: step 27318, loss 0.0304961, acc 0.984375
2018-11-04T10:57:11.763774: step 27319, loss 0.0221473, acc 0.984375
2018-11-04T10:57:12.395894: step 27320, loss 0.00186367, acc 1
2018-11-04T10:57:13.024114: step 27321, loss 0.00644168, acc 1
2018-11-04T10:57:13.662011: step 27322, loss 0.0882204, acc 0.953125
2018-11-04T10:57:14.296364: step 27323, loss 0.0579928, acc 0.953125
2018-11-04T10:57:14.924605: step 27324, loss 0.00857227, acc 1
2018-11-04T10:57:15.553920: step 27325, loss 0.0227793, acc 0.984375
2018-11-04T10:57:16.185000: step 27326, loss 0.02221, acc 0.984375
2018-11-04T10:57:16.805063: step 27327, loss 0.0137594, acc 0.984375
2018-11-04T10:57:17.431034: step 27328, loss 0.0111199, acc 1
2018-11-04T10:57:18.062732: step 27329, loss 0.00837041, acc 1
2018-11-04T10:57:18.686308: step 27330, loss 0.0265618, acc 1
2018-11-04T10:57:19.324413: step 27331, loss 0.0311914, acc 0.984375
2018-11-04T10:57:19.947420: step 27332, loss 0.0127334, acc 0.984375
2018-11-04T10:57:20.576827: step 27333, loss 2.05974e-05, acc 1
2018-11-04T10:57:21.209175: step 27334, loss 0.0442742, acc 0.96875
2018-11-04T10:57:21.834248: step 27335, loss 0.0358822, acc 0.96875
2018-11-04T10:57:22.463174: step 27336, loss 0.035964, acc 0.96875
2018-11-04T10:57:23.094445: step 27337, loss 0.022036, acc 0.984375
2018-11-04T10:57:23.715293: step 27338, loss 0.024386, acc 0.984375
2018-11-04T10:57:24.342480: step 27339, loss 0.0202135, acc 1
2018-11-04T10:57:24.967724: step 27340, loss 0.0542531, acc 0.96875
2018-11-04T10:57:25.593764: step 27341, loss 0.0133685, acc 1
2018-11-04T10:57:26.228672: step 27342, loss 0.0412061, acc 0.953125
2018-11-04T10:57:26.858910: step 27343, loss 0.0137185, acc 0.984375
2018-11-04T10:57:27.498971: step 27344, loss 0.00857148, acc 1
2018-11-04T10:57:28.125346: step 27345, loss 8.55933e-06, acc 1
2018-11-04T10:57:28.750790: step 27346, loss 0.0344476, acc 1
2018-11-04T10:57:29.385549: step 27347, loss 0.00840071, acc 1
2018-11-04T10:57:30.008578: step 27348, loss 0.0219609, acc 0.984375
2018-11-04T10:57:30.635010: step 27349, loss 0.00742967, acc 1
2018-11-04T10:57:31.268999: step 27350, loss 0.0252661, acc 1
2018-11-04T10:57:31.896785: step 27351, loss 0.0140364, acc 0.984375
2018-11-04T10:57:32.528591: step 27352, loss 0.027722, acc 0.96875
2018-11-04T10:57:33.158426: step 27353, loss 0.0414691, acc 1
2018-11-04T10:57:33.786457: step 27354, loss 3.6234e-05, acc 1
2018-11-04T10:57:34.408909: step 27355, loss 0.022148, acc 0.984375
2018-11-04T10:57:35.031448: step 27356, loss 0.0217982, acc 0.984375
2018-11-04T10:57:35.661531: step 27357, loss 0.0943199, acc 0.984375
2018-11-04T10:57:36.300269: step 27358, loss 0.0354035, acc 0.96875
2018-11-04T10:57:36.919034: step 27359, loss 0.00375823, acc 1
2018-11-04T10:57:37.551288: step 27360, loss 0.0228795, acc 0.984375
2018-11-04T10:57:38.172776: step 27361, loss 0.0103388, acc 1
2018-11-04T10:57:38.798756: step 27362, loss 0.0221554, acc 0.984375
2018-11-04T10:57:39.428528: step 27363, loss 0.0150198, acc 0.984375
